v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",0.17.4,,,,time_load,10.703964948654175
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",0.17.4,,,,time_load,1.9906179904937744
v1-2024-04-11-0,,v1-empty,"mode=online,core=false",0.17.4,,,,time_load,20.306983947753906
v1-2024-04-11-0,,v1-empty,"mode=online,core=true",0.17.4,,,,time_load,9.477082252502441
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",0.17.4,,,,time_load,15.990149974822998
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",0.17.4,,,,time_load,4.180686950683594
v1-2024-04-11-0,,v1-scalars,"mode=online,core=false",0.17.4,,,,time_load,29.72424006462097
v1-2024-04-11-0,,v1-scalars,"mode=online,core=true",0.17.4,,,,time_load,15.213557958602905
v1-2024-04-11-0,,v1-tables,"mode=offline,core=false",0.17.4,,,,time_load,11.414430141448975
v1-2024-04-11-0,,v1-tables,"mode=offline,core=true",0.17.4,,,,time_load,3.2741270065307617
v1-2024-04-11-0,,v1-tables,"mode=online,core=false",0.17.4,,,,time_load,617.2662007808685
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",0.17.4,,,,time_load,11.51171588897705
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",0.17.4,,,,time_load,2.0313429832458496
v1-2024-04-11-0,,v1-empty,"mode=online,core=false",0.17.4,,,,time_load,19.064459800720215
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",0.17.4,,,,time_load,10.382341861724854
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",0.17.4,,,,time_load,1.9561882019042969
v1-2024-04-11-0,,v1-empty,"mode=online,core=false",0.17.4,,,,time_load,17.305466175079346
v1-2024-04-11-0,,v1-empty,"mode=online,core=true",0.17.4,,,,time_load,9.32210898399353
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",0.17.4,,,,time_load,21.266177892684937
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",0.17.4,,,,time_load,4.829900026321411
v1-2024-04-11-0,,v1-scalars,"mode=online,core=false",0.17.4,,,,time_load,29.772313833236694
v1-2024-04-11-0,,v1-scalars,"mode=online,core=true",0.17.4,,,,time_load,14.587691068649292
v1-2024-04-11-0,,v1-tables,mode=offline,0.17.4,,,,time_load,11.21384310722351
v1-2024-04-11-0,,v1-empty,mode=offline,0.17.4,,,,time_load,9.864039897918701
v1-2024-04-11-0,,v1-empty,mode=online,0.17.4,,,,time_load,16.162891149520874
v1-2024-04-11-0,,v1-scalars,mode=offline,0.17.4,,,,time_load,18.458729028701782
v1-2024-04-11-0,,v1-scalars,mode=online,0.17.4,,,,time_load,25.97293210029602
v1-2024-04-11-0,,v1-tables,mode=offline,0.17.4,,,,time_load,11.488783836364746
v1-2024-04-11-0,,v1-scalars,"mode=o,core=false",0.17.4,,,,time_load,2.84067702293396
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",0.17.4,,,,time_load,9.895591735839844
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",0.17.4,,,,time_load,1.9757330417633057
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",0.17.4,,,,time_load,19.680763006210327
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",0.17.4,,,,time_load,4.753997087478638
v1-2024-04-11-0,,v1-tables,"mode=offline,core=false",0.17.4,,,,time_load,12.037810802459717
v1-2024-04-11-0,,v1-tables,"mode=offline,core=true",0.17.4,,,,time_load,3.31233811378479
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",comet_ml.__version__,,,,time_load,2.0576488971710205
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",comet_ml.__version__,,,,time_load,1.9525978565216064
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",comet_ml.__version__,,,,time_load,2.6817269325256348
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",comet_ml.__version__,,,,time_load,2.736933946609497
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",comet_ml.__version__,,,,time_load,2.484015703201294
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",comet_ml.__version__,,,,time_load,3.8188319206237793
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",comet_ml.__version__,,,,time_load,8.262413740158081
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",comet_ml.__version__,,,,time_load,6.308722734451294
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",comet_ml.__version__,,,,time_load,32.875285148620605
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",comet_ml.__version__,,,,time_load,27.293447017669678
v1-2024-04-11-0,,v1-tables,"mode=offline,core=false",comet_ml.__version__,,,,time_load,8.623948812484741
v1-2024-04-11-0,,v1-tables,"mode=offline,core=true",comet_ml.__version__,,,,time_load,6.916470050811768
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",comet_ml.__version__,,,,time_load,12.600400924682617
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",comet_ml.__version__,,,,time_load,9.258908987045288
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",comet_ml.__version__,,,,time_load,19.82402992248535
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",comet_ml.__version__,,,,time_load,22.38025689125061
v1-2024-04-11-0,,v1-tables,"mode=offline,core=false",comet_ml.__version__,,,,time_load,13.773783922195435
v1-2024-04-11-0,,v1-tables,"mode=offline,core=true",comet_ml.__version__,,,,time_load,10.582054138183594
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",2.14.3,,,,time_load,0.2875978946685791
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",2.14.3,,,,time_load,0.004673004150390625
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",2.14.3,,,,time_load,5.918406248092651
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",2.14.3,,,,time_load,6.998898983001709
v1-2024-04-11-0,,v1-empty,"mode=offline,core=false",2.14.3,,,,time_load,0.26746201515197754
v1-2024-04-11-0,,v1-empty,"mode=offline,core=true",2.14.3,,,,time_load,0.004743814468383789
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=false",2.14.3,,,,time_load,5.979797840118408
v1-2024-04-11-0,,v1-scalars,"mode=offline,core=true",2.14.3,,,,time_load,8.268369913101196
v1-2024-04-11-0,,v1-tables,"mode=offline,core=false",2.14.3,,,,time_load,0.24755406379699707
v1-2024-04-11-0,,v1-tables,"mode=offline,core=true",2.14.3,,,,time_load,0.06851601600646973
